Custome ID,Country,City,State,PostalCode,Region,OrderID,ProductID
DB-13210,United States,Paterson,New Jersey,7501,East,CA-2017-165841,OFF-SU-10000898
DB-13210,United States,Paterson,New Jersey,7501,East,CA-2017-165841,OFF-PA-10001144
BD-11320,United States,Tulsa,Oklahoma,74133,Central,CA-2017-117485,TEC-AC-10004659
ML-17755,United States,Chicago,Illinois,60623,Central,CA-2017-140242,OFF-AR-10004752
ML-17755,United States,Chicago,Illinois,60623,Central,CA-2017-140242,TEC-AC-10004659
JD-16015,United States,Chicago,Illinois,60610,Central,CA-2014-148950,OFF-BI-10001249
JD-16015,United States,Chicago,Illinois,60610,Central,CA-2014-148950,OFF-FA-10003059
JD-16015,United States,Chicago,Illinois,60610,Central,CA-2014-148950,TEC-AC-10002718
AS-10225,United States,Montgomery,Alabama,36116,South,CA-2014-110408,OFF-ST-10001522
AS-10225,United States,Montgomery,Alabama,36116,South,CA-2014-110408,TEC-PH-10002352
AS-10225,United States,Montgomery,Alabama,36116,South,CA-2014-110408,FUR-CH-10003774
AA-10375,United States,Salem,Oregon,97301,West,CA-2015-109939,OFF-AR-10000127
KT-16465,United States,Glendale,Arizona,85301,West,CA-2016-112669,FUR-CH-10004086
KT-16465,United States,Glendale,Arizona,85301,West,CA-2016-112669,OFF-ST-10001228
MM-18280,United States,Columbus,Georgia,31907,South,CA-2015-119592,OFF-BI-10004187
NG-18430,United States,Oklahoma City,Oklahoma,73120,Central,CA-2014-122749,TEC-PH-10003811
LW-16825,United States,Brentwood,California,94513,West,CA-2014-164721,OFF-AP-10000240
LW-16825,United States,Brentwood,California,94513,West,CA-2014-164721,FUR-FU-10001940
LW-16825,United States,Brentwood,California,94513,West,CA-2014-164721,OFF-PA-10000575
CB-12415,United States,Columbus,Ohio,43229,East,CA-2016-147417,TEC-CO-10001449
AS-10090,United States,Springfield,Missouri,65807,Central,CA-2015-127509,OFF-BI-10002393
AS-10090,United States,Springfield,Missouri,65807,Central,CA-2015-127509,FUR-TA-10002855
AS-10090,United States,Springfield,Missouri,65807,Central,CA-2015-127509,OFF-EN-10000781
AS-10090,United States,Springfield,Missouri,65807,Central,CA-2015-127509,OFF-PA-10002160
CB-12415,United States,Philadelphia,Pennsylvania,19134,East,CA-2017-111374,OFF-BI-10004970
ML-17755,United States,Springfield,Oregon,97477,West,CA-2017-133648,OFF-LA-10003923
ML-17755,United States,Springfield,Oregon,97477,West,CA-2017-133648,OFF-AR-10002257
ML-17755,United States,Springfield,Oregon,97477,West,CA-2017-133648,OFF-FA-10004395
JS-16030,United States,Houston,Texas,77036,Central,US-2017-147221,OFF-AP-10002534
JS-16030,United States,Houston,Texas,77036,Central,US-2017-147221,FUR-FU-10004020
ND-18460,United States,Chesapeake,Virginia,23320,South,CA-2014-131905,OFF-LA-10002787
ND-18460,United States,Chesapeake,Virginia,23320,South,CA-2014-131905,TEC-PH-10003645
ND-18460,United States,Chesapeake,Virginia,23320,South,CA-2014-131905,TEC-PH-10001615
LW-17215,United States,Pasadena,California,91104,West,CA-2017-166128,TEC-AC-10001767
LW-17215,United States,Pasadena,California,91104,West,CA-2017-166128,OFF-AR-10001221
JW-15955,United States,Louisville,Kentucky,40214,South,CA-2017-163510,OFF-ST-10000563
JW-15955,United States,Louisville,Kentucky,40214,South,CA-2017-163510,FUR-CH-10001146
SC-20050,United States,Lubbock,Texas,79424,Central,US-2017-143028,OFF-BI-10004738
RW-19630,United States,Columbia,Missouri,65203,Central,CA-2014-111150,OFF-AR-10000034
RW-19630,United States,Columbia,Missouri,65203,Central,CA-2014-111150,TEC-AC-10000290
CM-12190,United States,Chicago,Illinois,60623,Central,CA-2017-165386,FUR-BO-10003034
JF-15190,United States,Johnson City,Tennessee,37604,South,CA-2014-116407,OFF-AR-10001315
JF-15190,United States,Johnson City,Tennessee,37604,South,CA-2014-116407,OFF-AP-10002118
JF-15190,United States,Johnson City,Tennessee,37604,South,CA-2014-116407,OFF-PA-10002137
SC-20800,United States,Houston,Texas,77041,Central,CA-2015-155761,TEC-AC-10001606
SC-20800,United States,Houston,Texas,77041,Central,CA-2015-155761,OFF-ST-10000943
AM-10705,United States,Auburn,Alabama,36830,South,CA-2016-145905,FUR-CH-10001854
AM-10705,United States,Auburn,Alabama,36830,South,CA-2016-145905,OFF-PA-10000533
AM-10705,United States,Auburn,Alabama,36830,South,CA-2016-145905,OFF-ST-10003716
BK-11260,United States,San Bernardino,California,92404,West,CA-2015-113110,OFF-BI-10000088
BK-11260,United States,San Bernardino,California,92404,West,CA-2015-113110,OFF-LA-10000240
BK-11260,United States,San Bernardino,California,92404,West,CA-2015-113110,OFF-SU-10001165
BK-11260,United States,San Bernardino,California,92404,West,CA-2015-113110,OFF-PA-10002749
RH-19510,United States,Providence,Rhode Island,2908,East,CA-2016-168354,OFF-ST-10001490
RH-19510,United States,Providence,Rhode Island,2908,East,CA-2016-168354,OFF-PA-10002377
RH-19510,United States,Providence,Rhode Island,2908,East,CA-2016-168354,OFF-BI-10004826
RH-19510,United States,Providence,Rhode Island,2908,East,CA-2016-168354,FUR-CH-10004675
GM-14500,United States,Fresno,California,93727,West,US-2017-111241,OFF-BI-10002867
MC-17275,United States,Seattle,Washington,98103,West,CA-2015-114237,FUR-BO-10004409
VM-21685,United States,Lancaster,California,93534,West,CA-2016-113516,OFF-BI-10002225
VM-21685,United States,Lancaster,California,93534,West,CA-2016-113516,OFF-BI-10001989
GP-14740,United States,Leominster,Massachusetts,1453,East,CA-2015-117961,OFF-BI-10000343
GP-14740,United States,Leominster,Massachusetts,1453,East,CA-2015-117961,OFF-ST-10001172
GP-14740,United States,Leominster,Massachusetts,1453,East,CA-2015-117961,OFF-BI-10003707
GP-14740,United States,Leominster,Massachusetts,1453,East,CA-2015-117961,OFF-PA-10001274
GB-14530,United States,Fort Worth,Texas,76106,Central,CA-2016-128923,OFF-PA-10002250
GB-14530,United States,Fort Worth,Texas,76106,Central,CA-2016-128923,OFF-AR-10000475
CT-11995,United States,Rochester,Minnesota,55901,Central,CA-2017-162481,OFF-BI-10002976
CT-11995,United States,Rochester,Minnesota,55901,Central,CA-2017-162481,FUR-CH-10003061
CW-11905,United States,Bozeman,Montana,59715,West,CA-2015-119214,OFF-PA-10002893
CW-11905,United States,Bozeman,Montana,59715,West,CA-2015-119214,OFF-LA-10003077
SN-20560,United States,Peoria,Arizona,85345,West,CA-2015-122287,OFF-PA-10001661
SN-20560,United States,Peoria,Arizona,85345,West,CA-2015-122287,OFF-BI-10004656
SN-20560,United States,Peoria,Arizona,85345,West,CA-2015-122287,OFF-BI-10003707
SN-20560,United States,Peoria,Arizona,85345,West,CA-2015-122287,FUR-FU-10004973
EB-13705,United States,San Diego,California,92105,West,CA-2015-104493,OFF-BI-10004817
JW-15220,United States,Lakewood,Ohio,44107,East,US-2017-158946,OFF-AR-10001860
KB-16585,United States,Houston,Texas,77095,Central,CA-2014-129168,OFF-PA-10001639
MC-17590,United States,Perth Amboy,New Jersey,8861,East,CA-2016-131835,OFF-AP-10004487
MC-17590,United States,Perth Amboy,New Jersey,8861,East,CA-2016-131835,TEC-PH-10001760
MC-17590,United States,Perth Amboy,New Jersey,8861,East,CA-2016-131835,OFF-PA-10004071
CK-12595,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-142237,FUR-FU-10004848
CK-12595,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-142237,OFF-BI-10004022
CK-12595,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-142237,OFF-BI-10003669
CK-12595,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-142237,FUR-CH-10003833
CK-12595,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-142237,OFF-AR-10003732
CK-12595,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-142237,FUR-FU-10003142
RD-19480,United States,Richmond,Indiana,47374,Central,CA-2016-136434,FUR-FU-10001196
TP-21130,United States,Detroit,Michigan,48227,Central,CA-2017-120376,TEC-AC-10001114
TP-21130,United States,Detroit,Michigan,48227,Central,CA-2017-120376,FUR-CH-10002335
TP-21130,United States,Detroit,Michigan,48227,Central,CA-2017-120376,TEC-AC-10000844
TP-21130,United States,Detroit,Michigan,48227,Central,CA-2017-120376,FUR-TA-10004534
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,OFF-FA-10002975
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,OFF-ST-10003996
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,OFF-BI-10002571
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,OFF-PA-10000477
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,OFF-BI-10004209
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,OFF-ST-10001963
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,FUR-CH-10003833
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,TEC-AC-10004568
GG-14650,United States,Los Angeles,California,90049,West,CA-2014-106439,OFF-AR-10001419
ZC-21910,United States,Pomona,California,91767,West,CA-2015-133452,TEC-AC-10002800
ZC-21910,United States,Pomona,California,91767,West,CA-2015-133452,FUR-TA-10003954
CC-12610,United States,Philadelphia,Pennsylvania,19134,East,CA-2016-146521,OFF-BI-10000301
KA-16525,United States,Ontario,California,91761,West,US-2017-110996,FUR-CH-10003956
TC-20980,United States,Seattle,Washington,98105,West,CA-2016-129693,OFF-BI-10002954
DB-13270,United States,Brentwood,California,94513,West,CA-2017-122504,TEC-AC-10003289
DB-13270,United States,Brentwood,California,94513,West,CA-2017-122504,TEC-PH-10002468
TR-21325,United States,San Francisco,California,94122,West,CA-2014-131051,FUR-FU-10001861
BF-11080,United States,Baltimore,Maryland,21215,East,CA-2017-140676,OFF-PA-10004082
BF-11080,United States,Baltimore,Maryland,21215,East,CA-2017-140676,OFF-AP-10000358
BF-11080,United States,Baltimore,Maryland,21215,East,CA-2017-140676,OFF-PA-10004243
MS-17365,United States,Phoenix,Arizona,85023,West,CA-2015-120103,OFF-PA-10001295
MS-17365,United States,Phoenix,Arizona,85023,West,CA-2015-120103,TEC-PH-10002170
MS-17365,United States,Phoenix,Arizona,85023,West,CA-2015-120103,FUR-FU-10002885
CK-12595,United States,Los Angeles,California,90008,West,CA-2017-104647,OFF-PA-10002870
ED-13885,United States,Houston,Texas,77036,Central,CA-2014-110352,OFF-LA-10003923
IM-15070,United States,New York City,New York,10009,East,CA-2016-140501,OFF-LA-10003510
IM-15070,United States,New York City,New York,10009,East,CA-2016-140501,OFF-LA-10000248
IM-15070,United States,New York City,New York,10009,East,CA-2016-140501,OFF-ST-10000060
IM-15070,United States,New York City,New York,10009,East,CA-2016-140501,OFF-PA-10003129
IM-15070,United States,New York City,New York,10009,East,CA-2016-140501,OFF-FA-10004076
MY-17380,United States,Rancho Cucamonga,California,91730,West,CA-2015-139290,OFF-LA-10004008
MM-17260,United States,Wilmington,Delaware,19805,East,CA-2017-166142,OFF-BI-10004094
MM-17260,United States,Wilmington,Delaware,19805,East,CA-2017-166142,FUR-TA-10004607
MP-17470,United States,Moorhead,Minnesota,56560,Central,CA-2014-145926,FUR-CH-10004289
AW-10840,United States,Farmington,New Mexico,87401,West,CA-2015-149678,OFF-SU-10004498
SF-20065,United States,Wilmington,North Carolina,28403,South,US-2015-164357,OFF-AR-10001177
SN-20710,United States,Jackson,Mississippi,39212,South,US-2016-146570,OFF-BI-10001718
SN-20710,United States,Jackson,Mississippi,39212,South,US-2016-146570,OFF-AR-10004602
SN-20710,United States,Jackson,Mississippi,39212,South,US-2016-146570,OFF-AR-10003856
RD-19900,United States,Portland,Oregon,97206,West,CA-2017-124401,OFF-ST-10000649
RD-19900,United States,Portland,Oregon,97206,West,CA-2017-124401,TEC-AC-10002926
KT-16480,United States,Denver,Colorado,80219,West,US-2014-140116,OFF-ST-10000078
KT-16480,United States,Denver,Colorado,80219,West,US-2014-140116,OFF-AR-10001044
AH-10120,United States,Tucson,Arizona,85705,West,CA-2014-123295,FUR-CH-10002372
BM-11650,United States,New York City,New York,10009,East,CA-2017-167101,OFF-PA-10000357
BM-11650,United States,New York City,New York,10009,East,CA-2017-167101,TEC-AC-10001266
BW-11200,United States,Boynton Beach,Florida,33437,South,US-2014-167633,OFF-PA-10004888
HG-14965,United States,Mesquite,Texas,75150,Central,US-2014-152723,OFF-BI-10003460
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,OFF-PA-10000157
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,OFF-BI-10004519
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,OFF-AR-10004272
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,OFF-FA-10000585
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,FUR-CH-10004218
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,OFF-SU-10004231
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,TEC-PH-10001578
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,OFF-ST-10003638
SG-20080,United States,Redlands,California,92374,West,CA-2015-164882,FUR-BO-10002213
RK-19300,United States,Rochester,New York,14609,East,CA-2015-159786,FUR-TA-10001307
SW-20245,United States,Stockton,California,95207,West,CA-2016-130267,OFF-PA-10002222
RW-19630,United States,Seattle,Washington,98105,West,CA-2017-155460,OFF-PA-10002479
RW-19630,United States,Seattle,Washington,98105,West,CA-2017-155460,OFF-BI-10003091
TS-21085,United States,Ormond Beach,Florida,32174,South,US-2017-168690,OFF-BI-10000145
JB-15400,United States,Sunnyvale,California,94086,West,CA-2017-158246,FUR-CH-10003061
EH-14005,United States,Lansing,Michigan,48911,Central,CA-2017-167381,FUR-BO-10001972
EH-14005,United States,Lansing,Michigan,48911,Central,CA-2017-167381,OFF-LA-10000134
EH-14005,United States,Philadelphia,Pennsylvania,19143,East,CA-2017-144862,OFF-EN-10003040
EH-14005,United States,Philadelphia,Pennsylvania,19143,East,CA-2017-144862,TEC-PH-10000923
BS-11665,United States,Philadelphia,Pennsylvania,19143,East,CA-2014-126032,TEC-AC-10000158
JK-16120,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-134859,FUR-FU-10003623
JK-16120,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-134859,OFF-PA-10001293
RF-19345,United States,Dover,New Hampshire,3820,East,US-2014-114188,OFF-AP-10000124
RF-19345,United States,Dover,New Hampshire,3820,East,US-2014-114188,OFF-AR-10004511
RF-19345,United States,Dover,New Hampshire,3820,East,US-2014-114188,FUR-FU-10000076
DL-12865,United States,New York City,New York,10011,East,CA-2015-156524,OFF-PA-10003883
WB-21850,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-122210,OFF-BI-10003656
WB-21850,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-122210,OFF-FA-10000053
WB-21850,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-122210,TEC-PH-10002807
TB-21625,United States,Grand Prairie,Texas,75051,Central,CA-2015-156377,FUR-FU-10002364
TB-21625,United States,Grand Prairie,Texas,75051,Central,CA-2015-156377,OFF-BI-10002954
CB-12415,United States,New York City,New York,10009,East,US-2017-157896,OFF-PA-10004092
GT-14635,United States,Long Beach,New York,11561,East,CA-2014-159520,OFF-BI-10003982
GT-14635,United States,Long Beach,New York,11561,East,CA-2014-159520,OFF-SU-10001664
GT-14635,United States,Long Beach,New York,11561,East,CA-2014-159520,FUR-TA-10003238
DK-13225,United States,Philadelphia,Pennsylvania,19140,East,CA-2016-155481,OFF-PA-10004675
DK-13225,United States,Philadelphia,Pennsylvania,19140,East,CA-2016-155481,TEC-PH-10002293
DK-13225,United States,Philadelphia,Pennsylvania,19140,East,CA-2016-155481,OFF-FA-10002780
TS-21160,United States,York,Pennsylvania,17403,East,US-2016-152051,FUR-CH-10002965
TS-21160,United States,York,Pennsylvania,17403,East,US-2016-152051,OFF-BI-10004781
TS-21160,United States,York,Pennsylvania,17403,East,US-2016-152051,OFF-ST-10001713
WB-21850,United States,Concord,California,94521,West,CA-2014-141607,FUR-FU-10003975
DO-13435,United States,New York City,New York,10035,East,CA-2017-102771,TEC-PH-10001536
AF-10870,United States,College Station,Texas,77840,Central,US-2017-139969,FUR-CH-10001973
RB-19435,United States,Saint Louis,Missouri,63116,Central,CA-2014-167360,TEC-AC-10001772
AR-10540,United States,Quincy,Massachusetts,2169,East,CA-2015-123505,OFF-PA-10002586
DR-12880,United States,New York City,New York,10009,East,CA-2016-117282,OFF-BI-10004094
BF-11170,United States,Dallas,Texas,75081,Central,US-2016-120460,FUR-FU-10004973
LB-16735,United States,Los Angeles,California,90032,West,CA-2016-111115,OFF-FA-10000624
DV-13465,United States,Minneapolis,Minnesota,55407,Central,CA-2014-124646,OFF-ST-10001097
DV-13465,United States,Minneapolis,Minnesota,55407,Central,CA-2014-124646,OFF-ST-10001469
NK-18490,United States,Deltona,Florida,32725,South,CA-2017-148166,OFF-AR-10004956
CS-11950,United States,Chicago,Illinois,60610,Central,CA-2016-159737,OFF-BI-10004236
LH-17155,United States,Cincinnati,Ohio,45231,East,CA-2016-141019,FUR-FU-10002937
DW-13480,United States,Oakland,California,94601,West,CA-2016-101938,OFF-AR-10003696
KF-16285,United States,Manteca,California,95336,West,CA-2017-166296,OFF-PA-10004359
HA-14920,United States,Laredo,Texas,78041,Central,CA-2016-154018,TEC-AC-10002402
HA-14920,United States,Laredo,Texas,78041,Central,CA-2016-154018,OFF-PA-10000551
HA-14920,United States,Laredo,Texas,78041,Central,CA-2016-154018,FUR-FU-10003394
HA-14920,United States,Laredo,Texas,78041,Central,CA-2016-154018,OFF-AR-10002067
HA-14920,United States,Laredo,Texas,78041,Central,CA-2016-154018,OFF-BI-10004140
JH-15820,United States,Kent,Ohio,44240,East,CA-2017-117870,OFF-AR-10004078
JH-15820,United States,Kent,Ohio,44240,East,CA-2017-117870,TEC-AC-10000927
JH-15820,United States,Kent,Ohio,44240,East,CA-2017-117870,TEC-PH-10003931
LC-16930,United States,San Angelo,Texas,76903,Central,US-2017-137491,FUR-CH-10004675
IL-15100,United States,San Francisco,California,94122,West,CA-2014-152296,OFF-BI-10004506
LS-16975,United States,Houston,Texas,77070,Central,CA-2016-112025,OFF-BI-10002353
CC-12610,United States,Houston,Texas,77041,Central,CA-2015-132507,OFF-ST-10000943
PB-18805,United States,Salt Lake City,Utah,84106,West,CA-2016-125738,OFF-PA-10000740
PB-18805,United States,Salt Lake City,Utah,84106,West,CA-2016-125738,OFF-PA-10003001
PB-18805,United States,Salt Lake City,Utah,84106,West,CA-2016-125738,OFF-BI-10001628
PB-18805,United States,Salt Lake City,Utah,84106,West,CA-2016-125738,OFF-PA-10001509
CJ-12010,United States,New York City,New York,10009,East,CA-2016-128818,OFF-BI-10000309
CJ-12010,United States,New York City,New York,10009,East,CA-2016-128818,OFF-LA-10003923
CJ-12010,United States,New York City,New York,10009,East,CA-2016-128818,FUR-CH-10002084
CJ-12010,United States,New York City,New York,10009,East,CA-2016-128818,TEC-MA-10000488
CJ-12010,United States,New York City,New York,10009,East,CA-2016-128818,TEC-AC-10001767
CJ-12010,United States,New York City,New York,10009,East,CA-2016-128818,FUR-FU-10001940
HK-14890,United States,Salinas,California,93905,West,CA-2017-124576,OFF-BI-10002735
RH-19600,United States,Huntsville,Alabama,35810,South,CA-2016-101378,TEC-AC-10002345
IL-15100,United States,Columbus,Indiana,47201,Central,CA-2017-143063,OFF-EN-10003134
IL-15100,United States,Columbus,Indiana,47201,Central,CA-2017-143063,FUR-FU-10003708
IL-15100,United States,Columbus,Indiana,47201,Central,CA-2017-143063,TEC-PH-10003645
AS-10240,United States,Los Angeles,California,90049,West,CA-2016-118913,OFF-AP-10000692
AP-10915,United States,Seattle,Washington,98105,West,CA-2016-128412,OFF-BI-10001718
AP-10915,United States,Seattle,Washington,98105,West,CA-2016-128412,OFF-AP-10002082
AP-10915,United States,Seattle,Washington,98105,West,CA-2016-128412,OFF-PA-10001125
AP-10915,United States,Seattle,Washington,98105,West,CA-2016-128412,OFF-AP-10000252
AP-10915,United States,Seattle,Washington,98105,West,CA-2016-128412,TEC-AC-10003038
AG-10390,United States,Knoxville,Tennessee,37918,South,CA-2016-136483,OFF-AR-10000940
BF-11080,United States,Montgomery,Alabama,36116,South,CA-2014-163013,OFF-AR-10001954
CK-12205,United States,Philadelphia,Pennsylvania,19120,East,CA-2015-135363,OFF-PA-10003177
CK-12205,United States,Philadelphia,Pennsylvania,19120,East,CA-2015-135363,OFF-PA-10000533
LT-17110,United States,Little Rock,Arkansas,72209,South,US-2014-165659,FUR-FU-10001935
LT-17110,United States,Little Rock,Arkansas,72209,South,US-2014-165659,TEC-PH-10002563
BT-11305,United States,Seattle,Washington,98103,West,CA-2015-138002,OFF-BI-10002160
BT-11305,United States,Seattle,Washington,98103,West,CA-2015-138002,FUR-FU-10004748
SC-20725,United States,Lancaster,Pennsylvania,17602,East,CA-2015-128860,FUR-FU-10001473
CG-12040,United States,Bristol,Tennessee,37620,South,CA-2016-164350,OFF-AR-10000538
AW-10930,United States,Aurora,Illinois,60505,Central,US-2014-103905,OFF-BI-10001098
AW-10930,United States,Aurora,Illinois,60505,Central,US-2014-103905,TEC-PH-10001552
RB-19705,United States,New York City,New York,10009,East,CA-2015-129854,OFF-AR-10000390
ML-17410,United States,Fairfield,Connecticut,6824,East,CA-2014-125556,TEC-PH-10001079
ML-17410,United States,Fairfield,Connecticut,6824,East,CA-2014-125556,OFF-BI-10003460
VB-21745,United States,Lincoln Park,Michigan,48146,Central,CA-2016-162313,OFF-AP-10003842
SW-20275,United States,New York City,New York,10035,East,CA-2017-107874,FUR-FU-10003535
NS-18505,United States,San Jose,California,95123,West,CA-2017-129378,OFF-BI-10002012
NS-18505,United States,San Jose,California,95123,West,CA-2017-129378,OFF-BI-10001922
NS-18505,United States,San Jose,California,95123,West,CA-2017-129378,OFF-AP-10000576
NS-18505,United States,San Jose,California,95123,West,CA-2017-129378,FUR-CH-10000553
DB-13555,United States,Jacksonville,Florida,32216,South,CA-2014-151953,OFF-AR-10003469
MH-17620,United States,San Francisco,California,94110,West,CA-2017-130841,OFF-BI-10000145
MH-17620,United States,San Francisco,California,94110,West,CA-2017-130841,OFF-ST-10001580
MH-17620,United States,San Francisco,California,94110,West,CA-2017-130841,TEC-PH-10001817
DK-13375,United States,Marion,Ohio,43302,East,CA-2015-131884,TEC-PH-10001578
DK-13375,United States,Marion,Ohio,43302,East,CA-2015-131884,OFF-AR-10004078
DK-13375,United States,Marion,Ohio,43302,East,CA-2015-131884,FUR-CH-10004860
EA-14035,United States,Philadelphia,Pennsylvania,19134,East,CA-2017-121909,OFF-PA-10003790
BT-11440,United States,Littleton,Colorado,80122,West,CA-2016-106383,FUR-BO-10002202
LA-16780,United States,Austin,Texas,78745,Central,CA-2017-130771,OFF-FA-10003059
LA-16780,United States,Austin,Texas,78745,Central,CA-2017-130771,TEC-PH-10002496
GM-14680,United States,New York City,New York,10024,East,CA-2016-139157,FUR-TA-10003238
AA-10315,United States,San Francisco,California,94122,West,CA-2014-128055,OFF-BI-10004390
AA-10315,United States,San Francisco,California,94122,West,CA-2014-128055,OFF-AP-10002765
DB-13405,United States,La Porte,Indiana,46350,Central,CA-2017-157091,FUR-FU-10000293
JH-15820,United States,Chicago,Illinois,60610,Central,CA-2017-132122,OFF-ST-10003692
DJ-13630,United States,Portland,Oregon,97206,West,CA-2015-123232,TEC-PH-10001051
QJ-19255,United States,Burlington,Vermont,5408,East,CA-2017-104066,TEC-AC-10001013
CT-11995,United States,Indianapolis,Indiana,46203,Central,CA-2015-145849,OFF-ST-10000025
CT-11995,United States,Indianapolis,Indiana,46203,Central,CA-2015-145849,OFF-AR-10000817
RH-19510,United States,Provo,Utah,84604,West,CA-2016-122322,OFF-SU-10000952
SJ-20125,United States,Chicago,Illinois,60610,Central,CA-2017-166849,FUR-FU-10004597
TG-21310,United States,Los Angeles,California,90049,West,CA-2016-146633,OFF-BI-10003527
TG-21310,United States,Los Angeles,California,90049,West,CA-2016-146633,OFF-BI-10002982
CT-11995,United States,Philadelphia,Pennsylvania,19134,East,US-2016-126893,TEC-PH-10004165
BF-11005,United States,Pasadena,California,91104,West,CA-2017-103380,OFF-ST-10003442
BF-11005,United States,Pasadena,California,91104,West,CA-2017-103380,OFF-AR-10003856
BF-11005,United States,Pasadena,California,91104,West,CA-2017-103380,OFF-FA-10004248
BF-11005,United States,Pasadena,California,91104,West,CA-2017-103380,OFF-AP-10001492
BF-11005,United States,Pasadena,California,91104,West,CA-2017-103380,TEC-PH-10004165
JM-16195,United States,Los Angeles,California,90004,West,CA-2015-116092,OFF-PA-10004285
JM-16195,United States,Los Angeles,California,90004,West,CA-2015-116092,OFF-BI-10001628
JM-16195,United States,Los Angeles,California,90004,West,CA-2015-116092,OFF-BI-10000546
JM-16195,United States,Los Angeles,California,90004,West,CA-2015-116092,OFF-AP-10001391
JM-16195,United States,Los Angeles,California,90004,West,CA-2015-116092,OFF-PA-10000477
JK-16120,United States,San Diego,California,92105,West,CA-2016-117849,OFF-PA-10004327
HG-14965,United States,San Francisco,California,94110,West,CA-2015-169201,OFF-AP-10000696
HG-14965,United States,San Francisco,California,94110,West,CA-2015-169201,OFF-AP-10002082
LA-16780,United States,Bangor,Maine,4401,East,CA-2016-164091,TEC-PH-10001944
LA-16780,United States,Bangor,Maine,4401,East,CA-2016-164091,FUR-FU-10004952
TS-21610,United States,San Francisco,California,94122,West,CA-2017-105214,FUR-CH-10000015
TS-21610,United States,San Francisco,California,94122,West,CA-2017-105214,OFF-PA-10001776
MZ-17335,United States,San Diego,California,92024,West,CA-2015-117611,OFF-FA-10002280
MZ-17335,United States,San Diego,California,92024,West,CA-2015-117611,TEC-AC-10002049
MW-18220,United States,New York City,New York,10035,East,US-2015-137960,TEC-AC-10002253
MV-17485,United States,Arlington,Virginia,22204,South,CA-2017-122994,FUR-BO-10004015
AA-10375,United States,Atlanta,Georgia,30318,South,CA-2016-131065,TEC-AC-10004145
AA-10375,United States,Atlanta,Georgia,30318,South,CA-2016-131065,OFF-PA-10002479
AA-10375,United States,Atlanta,Georgia,30318,South,CA-2016-131065,OFF-BI-10004970
SM-20320,United States,Monroe,North Carolina,28110,South,CA-2017-149146,OFF-PA-10003919
TP-21415,United States,Seattle,Washington,98115,West,CA-2017-137470,OFF-PA-10002001
DK-13225,United States,Rochester,New York,14609,East,CA-2017-105480,OFF-PA-10002787
DK-13225,United States,Rochester,New York,14609,East,CA-2017-105480,OFF-BI-10003291
MK-17905,United States,Miami,Florida,33180,South,CA-2017-164917,OFF-AR-10004344
CS-12130,United States,Seattle,Washington,98105,West,CA-2015-102036,OFF-ST-10003123
JL-15850,United States,San Francisco,California,94122,West,CA-2015-142944,FUR-FU-10000308
JL-15850,United States,San Francisco,California,94122,West,CA-2015-142944,TEC-CO-10003763
AR-10405,United States,Los Angeles,California,90036,West,CA-2014-157882,FUR-TA-10001866
AR-10405,United States,Los Angeles,California,90036,West,CA-2014-157882,FUR-CH-10002774
LM-17065,United States,Southaven,Mississippi,38671,South,CA-2014-104283,OFF-ST-10004337
LM-17065,United States,Southaven,Mississippi,38671,South,CA-2014-104283,FUR-TA-10001039
LM-17065,United States,Southaven,Mississippi,38671,South,CA-2014-104283,TEC-AC-10000109
JK-15625,United States,Seattle,Washington,98115,West,CA-2017-142622,FUR-CH-10003833
JK-15625,United States,Seattle,Washington,98115,West,CA-2017-142622,FUR-CH-10004289
JK-15625,United States,Seattle,Washington,98115,West,CA-2017-142622,FUR-BO-10004467
FM-14215,United States,Middletown,Connecticut,6457,East,CA-2016-132143,OFF-PA-10002713
SF-20200,United States,New Castle,Indiana,47362,Central,CA-2015-153108,TEC-PH-10001552
